Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,exchange,Symbol
2025-01-03 00:00:00-05:00,85.79744835769111,86.3781623186559,85.45296084318554,86.09272766113281,11060400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-06 00:00:00-05:00,86.48643451777924,87.17540957564276,85.48249085144678,85.69902801513672,11417600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-07 00:00:00-05:00,86.3289465686778,87.21477696943404,85.80729297413929,86.55532836914062,12517900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-08 00:00:00-05:00,86.0238281281715,86.68327671312919,85.71870418601173,86.64390563964844,14241900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-10 00:00:00-05:00,87.76595476797223,88.77973550287325,86.53563688401188,86.99823760986328,17037900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-13 00:00:00-05:00,87.39193862361105,89.35060254272868,87.39193862361105,88.82894897460938,24448100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-14 00:00:00-05:00,88.67146401102369,89.86241829166723,88.54351365863661,89.78367614746094,15586500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-15 00:00:00-05:00,90.3348573398833,91.34863805491447,89.96084341382513,91.11241912841795,17328900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-16 00:00:00-05:00,90.80730841649104,91.86046027042208,90.69903983727023,91.7718734741211,12615300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-17 00:00:00-05:00,91.77187308421276,92.80534315083317,91.44707485719512,92.48053741455078,11949800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-21 00:00:00-05:00,92.24432136475208,92.5199113886828,91.52581236584852,92.0081024169922,24651000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-22 00:00:00-05:00,91.72266397355928,91.83093255125898,90.27580889817658,90.3348617553711,17940100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-23 00:00:00-05:00,91.02384275645466,91.3584856205826,90.10848593909972,90.7482452392578,14679600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-24 00:00:00-05:00,90.87620467560848,91.25021862007875,89.76399246962576,89.87226104736328,14578400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-27 00:00:00-05:00,89.56714753691973,89.7246318403329,88.31714779295356,88.93722534179688,15996700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-28 00:00:00-05:00,89.2029639257784,89.51792499936035,87.64784784892875,88.09075927734375,18700900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-29 00:00:00-05:00,87.87422788687385,88.74037652790362,87.74627752366028,88.28761291503906,10340900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-30 00:00:00-05:00,88.82895098706557,89.2029649194654,88.1891841872449,88.74037170410156,19546300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-01-31 00:00:00-05:00,88.49431724882383,88.69116512631979,86.05336301784186,86.26005554199219,22268700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-03 00:00:00-05:00,86.25020407150461,87.15572376043379,85.462805114552,86.8013916015625,19908200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-04 00:00:00-05:00,86.39784415211561,88.80927177360415,86.2502045003078,88.62226104736328,20139900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-05 00:00:00-05:00,88.59273560894381,88.9372231275022,88.10060843692766,88.80927276611328,10886000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-06 00:00:00-05:00,89.21281361217397,89.4293507704838,86.70296201796792,87.17540740966797,20654800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-07 00:00:00-05:00,87.50021588474385,87.96281664483095,87.04745977105104,87.16556549072266,11284200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-10 00:00:00-05:00,87.94312312499079,89.23250140712919,87.94312312499079,89.0848617553711,12935700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-11 00:00:00-05:00,89.50808820171264,90.40375570746104,88.93721890704062,89.80335998535156,13113400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-12 00:00:00-05:00,89.06517391972031,89.67541431930752,87.48052381742175,87.63800811767578,19399400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-13 00:00:00-05:00,87.50021123153796,88.49431020507673,86.92934191926702,88.29745483398438,15775200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-14 00:00:00-05:00,88.63211264946484,89.89195709314144,88.63211264946484,88.65179443359375,12942900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-18 00:00:00-05:00,89.07502026009466,90.45297787646844,88.56321129306347,89.8624267578125,14787400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-19 00:00:00-05:00,90.23644019028244,91.41754242073768,90.18722446848648,90.57108306884766,12265600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-20 00:00:00-05:00,90.38407690780345,91.55533445396613,90.00021831992242,91.39785766601562,14166100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-21 00:00:00-05:00,90.84667635528714,91.09273993424593,89.44902951976026,89.49824523925781,15638300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-24 00:00:00-05:00,89.65572408378846,90.00021910965317,89.04549119988684,89.51792907714844,13147600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-25 00:00:00-05:00,89.49824270455248,89.91162770327215,87.51005234695002,88.22855377197266,13304300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-26 00:00:00-05:00,88.33682577374414,88.57304470943083,87.32304501927153,87.7265853881836,12152800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-27 00:00:00-05:00,88.33682301575719,89.28170623826806,87.57895051234456,88.19902801513672,15024000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-02-28 00:00:00-05:00,87.9135986845678,89.63604380574607,87.3624186487555,89.56714630126953,13313600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-03 00:00:00-05:00,89.91162647038145,90.42344289829038,85.63996652365697,86.43721008300781,24750900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-04 00:00:00-05:00,85.16752688349666,86.98839591160109,84.08484861078036,85.60060119628906,25338500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-05 00:00:00-05:00,84.36044584313072,84.79352019298008,82.70689810920128,84.35060119628906,28255400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-06 00:00:00-05:00,83.94705770948113,85.1281599721609,83.28760907130602,84.60650634765625,23552100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-07 00:00:00-05:00,84.99036346209654,86.67343753595121,84.99036346209654,86.05335998535156,22424600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-10 00:00:00-04:00,86.52580143052002,87.8840696974951,85.88603461656442,86.69312286376953,20022700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-11 00:00:00-04:00,87.04745748291664,87.42147143415372,85.54154952256809,86.00414276123047,15115100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-12 00:00:00-04:00,86.06320714504471,87.19509369771257,85.73840139079813,86.3978500366211,16120200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-13 00:00:00-04:00,86.09272376815132,87.33288627355775,85.28563555240586,85.80728912353516,15371000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-14 00:00:00-04:00,86.27973198576824,88.4647701339131,85.88602878014484,88.34666442871094,16011600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-17 00:00:00-04:00,88.2777764713236,90.16754305143084,88.2777764713236,89.75415802001953,14880800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-18 00:00:00-04:00,90.25611896337166,90.4628189806094,89.19312999511894,89.90178680419922,15403300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-19 00:00:00-04:00,90.01990076410651,91.7718722825464,90.00021898144226,91.36833190917967,15871300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-20 00:00:00-04:00,90.86635774907892,92.00809635501372,90.48249916828534,91.70297241210938,16581800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-21 00:00:00-04:00,91.397852261458,91.61438940269214,90.49234013381,91.06320190429688,18487800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-24 00:00:00-04:00,91.47585539204472,92.64633398508334,91.32706426530156,92.10076904296876,11912300,0.716,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-25 00:00:00-04:00,92.50746362074848,93.28116839286108,92.19995994293194,92.47770690917967,11146000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-26 00:00:00-04:00,93.34068720810905,94.05487859834152,92.79512980622638,93.02326965332033,12782300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-27 00:00:00-04:00,92.74552675722316,93.09270101226686,91.75359598976624,92.12061309814452,9573900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-28 00:00:00-04:00,92.07101836879148,92.41819264207098,91.2278786857323,91.68416595458984,11124400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-03-31 00:00:00-04:00,91.4857812586966,93.24149544954976,91.35682541093936,92.69593048095705,14406900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-01 00:00:00-04:00,92.74552783560246,93.3307633626478,91.7436756298294,93.24149322509766,13560600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-02 00:00:00-04:00,92.44794928724544,93.44980153325032,92.22973086408273,93.37044525146484,16980300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-03 00:00:00-04:00,88.9265995282877,89.61102664797546,86.01032049572514,86.04007720947266,37828900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-04 00:00:00-04:00,82.97501468047113,83.90742450597615,78.12447357177734,78.12447357177734,50376000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-07 00:00:00-04:00,75.59504397610014,80.92171499901525,74.37497335241902,77.61858367919922,56953400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-08 00:00:00-04:00,80.00913774820789,80.42574684599455,74.61303205859804,75.82318878173828,45269200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-09 00:00:00-04:00,74.34520862927796,82.53855895750287,73.88892138048712,81.69541931152344,59481200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-10 00:00:00-04:00,79.57268685969291,79.57268685969291,74.87093717146173,76.35883331298828,39523300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-11 00:00:00-04:00,76.7159222455854,78.83866105928607,75.20819080254803,78.25341796875,20958400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-14 00:00:00-04:00,80.10833233099108,80.10833233099108,77.74753221882524,78.53115844726562,16374100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-15 00:00:00-04:00,78.46172426216602,79.8702641728339,78.37245412329884,78.4121322631836,11083500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-16 00:00:00-04:00,78.89817215273047,80.39598969263503,78.69978146356672,79.05687713623047,13665700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-17 00:00:00-04:00,79.70163949898821,82.09219639651631,79.66196135823483,80.84236145019531,23954400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-21 00:00:00-04:00,79.56276378267371,79.7611544714606,77.85664169826137,78.72954559326172,15506000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-22 00:00:00-04:00,79.75123649310778,81.32840280603969,79.40406223250936,80.73324584960938,11048700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-23 00:00:00-04:00,81.43751850490801,82.31042246666682,80.08849198930945,80.58445739746094,21608100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-24 00:00:00-04:00,81.3383264857654,82.11203130733794,80.63405651823575,81.87397003173828,10609500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-25 00:00:00-04:00,81.1399384398022,81.7946088000357,80.82252090227028,81.72517395019531,8832400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-28 00:00:00-04:00,81.63590714853196,82.52863880640855,81.52679415606592,82.30049896240234,8218400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-29 00:00:00-04:00,81.37800428654214,82.36001366614292,81.21929172491741,82.06243896484375,9921700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-04-30 00:00:00-04:00,80.74316491264061,80.86219175974333,78.86841639246205,79.85042572021484,18907100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-01 00:00:00-04:00,79.19575004300552,81.19945446166038,79.19575004300552,80.14801025390625,18157200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-02 00:00:00-04:00,81.12009837703127,81.72517676123755,79.67188033923912,81.31848907470703,16019400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-05 00:00:00-04:00,80.29679153251219,80.4059045209104,79.4040599079175,79.85042572021484,14765100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-06 00:00:00-04:00,80.20752254254236,80.56461822461196,79.42389632732468,79.8702621459961,11497700,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-07 00:00:00-04:00,80.048807971319,80.30671208361522,79.29494605511613,79.9000244140625,11223100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-08 00:00:00-04:00,80.63405188289046,82.05251316350866,80.50510360931828,80.95146942138672,15282900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-09 00:00:00-04:00,81.93348084733474,82.17154211534702,81.1002626253761,81.76485443115234,9996600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-12 00:00:00-04:00,84.79024592438104,85.17709832096517,83.28250690932848,83.89750671386719,16305000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-13 00:00:00-04:00,84.31411277930304,85.75240932311172,83.97685996074469,85.07789611816406,14515800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-14 00:00:00-04:00,84.51249607792397,84.88943460279027,84.23475668138941,84.56209564208984,10666300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-15 00:00:00-04:00,83.4908142972226,84.96879665005459,83.28250973567204,84.91919708251953,14860800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-16 00:00:00-04:00,85.10766259799242,85.1572545955052,83.92726256685378,84.79024505615234,10862900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-19 00:00:00-04:00,84.08596760665634,84.17524531076522,83.07420155635303,83.68920135498047,12393500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-20 00:00:00-04:00,83.62968056000648,83.81814982747838,82.83614048695391,82.91548919677734,11391100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-21 00:00:00-04:00,82.41952555431398,82.57823811297604,81.37800276746172,81.38792419433594,12849200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-22 00:00:00-04:00,80.96139024733046,81.53670432870327,80.06865106198502,81.07050323486328,11866100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-23 00:00:00-04:00,80.35631176615249,81.53670420649969,80.3265550546574,81.32839965820312,11755500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-27 00:00:00-04:00,81.89379936938447,82.16162490683195,81.28872101332131,82.03266906738281,9514000,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-28 00:00:00-04:00,82.42944650979454,82.67742920541235,80.78284534616454,80.99114990234375,14776300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-29 00:00:00-04:00,81.12009944039082,81.59622955322266,80.60429875533511,81.59622955322266,11896400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-05-30 00:00:00-04:00,80.9713076542899,81.29864663123308,80.2273595618725,80.87211608886719,15519300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-02 00:00:00-04:00,82.38976655080208,82.4988795398907,80.99114811367797,81.93347930908203,16015500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-03 00:00:00-04:00,81.99300408769383,83.42137930275152,81.21929170174123,82.90557861328125,15176300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-04 00:00:00-04:00,82.86590072892581,83.51065726862942,81.18953523926272,81.28872680664062,22469600,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-05 00:00:00-04:00,81.89380054757939,81.93347868583989,81.00106892412673,81.2093734741211,13827500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-06 00:00:00-04:00,81.94340604831922,82.98493644157021,81.94340604831922,82.73695373535156,14278400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-09 00:00:00-04:00,83.06427918281919,83.75863525099895,82.40960882075201,82.8956527709961,14340200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-10 00:00:00-04:00,83.77846977582574,84.91919164561453,83.73879163790437,84.37362670898438,23046100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-11 00:00:00-04:00,84.94895530279192,85.73258156319108,84.11573704180948,85.59371185302734,24498300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-12 00:00:00-04:00,85.19693262102423,85.92104540779518,84.57201896480933,85.89128112792969,17014100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-13 00:00:00-04:00,87.49821211096761,87.85530779276729,86.24837722466873,87.38909912109375,42097400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-16 00:00:00-04:00,87.15103792171391,88.03385570021065,86.47652469645256,87.13119506835938,34703300,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-17 00:00:00-04:00,87.85531000091014,88.59925809538589,87.3097450378287,87.94458770751953,33942100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-18 00:00:00-04:00,88.26200188816038,88.7083677006688,87.17087200366237,87.3692626953125,35236500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-20 00:00:00-04:00,87.71643610060615,88.50998372389725,87.45853198786189,88.26200103759766,28372400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-23 00:00:00-04:00,89.37000274658203,89.43000030517578,85.66000366210938,86.02999877929688,52844100,0.718,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-24 00:00:00-04:00,84.77999877929688,85.80000305175781,84.58999633789062,84.91000366210938,32679400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-25 00:00:00-04:00,84.80999755859375,85.12000274658203,84.26000213623047,84.54000091552734,21861500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-26 00:00:00-04:00,84.7300033569336,85.91999816894531,84.5199966430664,85.75,16782800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-27 00:00:00-04:00,85.69999694824219,85.69999694824219,84.79000091552734,85.30000305175781,17705900,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-06-30 00:00:00-04:00,84.97000122070312,85.33999633789062,84.55999755859375,84.80999755859375,13123800,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-07-01 00:00:00-04:00,84.94000244140625,85.86000061035156,84.16000366210938,85.45999908447266,20386400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-07-02 00:00:00-04:00,86.18000030517578,87.06999969482422,85.2300033569336,86.93000030517578,21234400,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-07-03 00:00:00-04:00,86.80999755859375,87.30999755859375,86.61000061035156,87.02999877929688,11133100,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-07-07 00:00:00-04:00,86.5,86.95999908447266,85.30000305175781,86.19000244140625,17836500,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-07-08 00:00:00-04:00,86.08999633789062,88.83000183105469,86.06999969482422,88.51000213623047,23736200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
2025-07-09 00:00:00-04:00,88.29000091552734,88.63999938964844,87.80000305175781,88.05999755859375,14336200,0.0,0.0,0.0,13978282.0,14853060.0,97.92,74.49,86.414,87.5242,15993315328.0,PCX,XLE
